"ID","Year","Contact.Status","Admission.Substatus","Major.Interest","ACT","GPA","Date.App.Submitted","Date.App.Completed","Legacy","Co.Curricular","Gender","Ethnicity","Religious.Preference","HS.Name","City","State","Zip","Number.Campus.Visits","Royal15","Royal.ID","First.Visit","Last.Visit","Ind.Visit","Group.Visit","Schol.Visit","Award.Status","Comprehensive.Cost","Total.Gift","Total.Institutional.Gift","Gross.Need","Scholarship.Status"
"App ID-117800","2013 Fall",": Cancel","Cancel: Deposit","Undecided",32,3.75,"10/19/2012","","","Band; Choir","Male","White","Lutheran (ELCA)","Robbinsdale Armstrong HS","Golden Valley","MN","55422",1,0,NA,2013-01-15,2013-01-15,0,0,1,NA,NA,NA,NA,NA,NA
"App ID-117802","2012 Fall",": Cancel","Cancel: Admit","Art: Graphic Design",0,NA,"1/11/2012","","","","Female","White","Lutheran (ELCA)","Maple Grove Sr HS","Maple Grove","MN","55311",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117806","2012 Fall",": Cancel","Cancel: Admit","Undecided",0,NA,"11/16/2011","","","","Female","Black or African-American","Christian","Area Learning Ctr","Eagan","MN","55123",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117807","2012 Fall",": Deposit","Paid","Undecided",0,3.02,"12/16/2011","","","Band; Choir; Debate; Speech","Male","Asian","Protestant (No Denomination)","Hamilton HS","Hamilton","MT","59840",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117808","2012 Fall",": Cancel","Cancel: Deposit","Music",31,3.51,"11/16/2011","","","","Female","White","Catholic","Valley HS","W Des Moines","IA","50165",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117810","2012 Fall",": Deposit","Paid","Undecided",24,3.91,"12/27/2011","","","Football; Service-Learning; Track & Field; Wrestling","Male","White","Baptist (Southern)","Glacier HS","Kalispell","MT","59903-5394",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117811","2013 Fall",": Cancel","Cancel: Admit","Elementary Education",30,3.97,"10/8/2012","","","","Female","White","United Methodist","Oakes HS","Oakes","ND","58474",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117812","2012 Fall",": Cancel","Cancel: Admit","Communcation Studies and Theatre Art",19,2.94,"11/17/2011","","","","Female","Black or African-American","Christian","Central HS","Saint Paul","MN","55130-3159",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117813","2012 Fall",": Cancel","Cancel: Admit","Music Education",30,3.95,"12/21/2011","","","Band; Choir; Ministry; Service-Learning","Male","White","Reformed Church in America","Moc-Floyd Valley HS","Orange City","IA","51041",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117815","2012 Fall",": Cancel","Cancel: Admit","Pre-Medicine",29,3.93,"11/17/2011","","","","Male","White","Lutheran (ELCA)","Cambridge-Isanti HS","Isanti","MN","55040",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117816","2012 Fall",": Deposit","Paid","Undecided",21,3.55,"11/17/2011","","","","Male","White","Lutheran (Other)","Alexandria Area HS","Garfield","MN","56332",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117817","2012 Fall",": Cancel","Cancel: Admit","Nursing",18,2.91,"11/18/2011","","","","Male","Black or African-American","Christian","Central HS","St Paul","MN","55105",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117822","2012 Fall",": Cancel","Cancel: Admit","Nursing",22,NA,"11/18/2011","","","","Female","Hispanic or Latino","Christian","Poway HS","Poway","CA","92064",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117823","2012 Fall",": Cancel","Cancel: Admit","Music Education",0,NA,"11/18/2011","","","Football","Male","White","Not Reported","Lincoln Sr HS","Thief River Falls","MN","56701",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117824","2012 Fall",": Cancel","Cancel: Admit","Undecided",0,NA,"11/18/2011","","","Choir; Speech; Theatre","Male","White","Not Reported","Lincoln Sr HS","Thief River Falls","MN","56701",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117826","2012 Fall",": Cancel","Cancel: Admit","Undecided",0,NA,"11/18/2011","","","Choir","Female","White","Christian","Lincoln Sr HS","Thief River Falls","MN","56701",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117828","2012 Fall",": Cancel","Cancel: Admit","Undecided",18,2.64,"11/21/2011","","","Choir","Male","White","American Lutheran Church","Brainerd Sr HS","Brainerd","MN","56401",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117829","2013 Fall",": Cancel","Cancel: Deposit","Music Education",26,3.19,"10/18/2012","","","Choir; Ministry; Service-Learning","Female","White","Evangelical Free","Robbinsdale Armstrong HS","Plymouth","MN","55442-2123",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117830","2012 Fall",": Cancel","Cancel: Admit","Accounting",22,3.16,"1/27/2012","","","Football","Male","White","Lutheran (Other)","Sartell HS","St Stephen","MN","56375",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117831","2012 Fall",": Cancel","Cancel: Admit","Business - Organizational Leadership",0,NA,"11/21/2011","","","","Male","Black or African-American","Christian","Anthony Henninger HS","Syracuse","NY","13205",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117832","2012 Fall",": Cancel","Cancel: Admit","Nursing",23,3.3,"11/21/2011","","","","Male","Black or African-American","No Affiliation","Saint Paul Lutheran HS","Clarinda","IA","51632",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117834","2012 Fall",": Deposit","Waived","Music",0,3.71,"12/16/2011","","","","Male","Black or African-American","Disciples of Christ","Alief Taylor HS","Houston","TX","77082",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117835","2012 Fall",": Cancel","Cancel: Deposit","Business - Organizational Leadership",24,3.65,"12/6/2011","","","","Male","White","Lutheran (ELCA)","Anoka HS","Ramsey","MN","55303",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117839","2012 Fall",": Cancel","Cancel: Admit","Pre-Medicine",23,3.6,"1/23/2012","","","Football","Male","White","Christian","Marshall Sr HS","Marshall","MN","56258",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117841","2013 Fall",": Deposit","Paid","Undecided",26,3.37,"11/30/2012","","","Choir","Female","White","Lutheran (ELCA)","Johnston HS","Urbandale","IA","50322",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117842","2012 Fall",": Cancel","Cancel: Admit","Nursing",0,3.13,"12/12/2011","","","Orchestra; Track & Field","Male","White","Lutheran (ELCA)","Manchester Central HS","Manchester","NH","03104",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117844","2012 Fall",": Cancel","Cancel: Admit","Undecided",22,3.31,"11/30/2011","","","","Female","Black or African-American","No Affiliation","Main Street School Perf Arts","St Louis Park","MN","55416",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117846","2012 Fall",": Cancel","Cancel: Admit","Undecided",18,2.86,"11/28/2011","","","Football","Male","White","Lutheran (ELCA)","Devils Lake HS","Devils Lake","ND","58301",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117847","2012 Fall",": Deposit","Paid","Undecided",24,3.68,"11/28/2011","","","Hockey","Male","White","Lutheran (Other)","Park Rapids Area HS","Park Rapids","MN","56470",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117848","2012 Fall",": Cancel","Cancel: Admit","Undecided",28,3.85,"11/28/2011","","","Ministry; Service-Learning","Male","White","Baptist (Conference)","Cambridge-Isanti HS","Cambridge","MN","55008",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117849","2012 Fall",": Cancel","Cancel: Admit","Business: Economics",25,3.72,"11/28/2011","","","Service-Learning","Male","Asian","Islamic","Mount Pleasant HS","Mount Pleasant","IA","52641",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117850","2012 Fall",": Cancel","Cancel: Admit","Art: Graphic Design",0,2.86,"11/28/2011","","","","Male","Black or African-American","Christian","Santa Teresa HS","San Jose","CA","95123",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117852","2012 Fall",": Cancel","Cancel: Admit","Pre-Physical Therapy",26,3.72,"11/28/2011","","","","Male","White","Lutheran (Missouri Synod)","Sartell HS","Sartell","MN","56377",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117853","2012 Fall",": Cancel","Cancel: Admit","Undecided",25,2.94,"11/28/2011","","","Baseball","Male","Hispanic or Latino","Catholic","Elk Grove HS","Elk Grove Village","IL","60007",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117854","2012 Fall",": Deposit","Paid","Nursing",21,3.83,"11/28/2011","","","","Female","White","American Lutheran Church","Sauk Rapids-Rice HS","Sauk Rapids","MN","56379-1450",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117855","2012 Fall",": Cancel","Cancel: Admit","Global Studies",0,3.73,"11/29/2011","","","Baseball; Cross Country; Cultural/Ethnic Clubs; Language Clubs; Other","Female","","No Affiliation","Kadena HS Dod","APO","AP","96367",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117856","2012 Fall",": Cancel","Cancel: Admit","Undecided",21,2.92,"4/13/2012","","","Choir; Theatre","Male","Asian","American Lutheran Church","Yellow Medicine East HS","Sacred Heart","MN","56285",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117857","2012 Fall",": Cancel","Cancel: Admit","Global Studies",25,3.5,"11/28/2011","","","Choir; Radio/TV; Service-Learning; Theatre","Female","White","Not Reported","Eden Prairie HS","Eden Prairie","MN","55347",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117859","2012 Fall",": Cancel","Cancel: Admit","Global Studies",27,2.54,"11/29/2011","","","","Female","Multiracial","Christian","South HS","Fargo","ND","58104",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117860","2012 Fall",": Cancel","Cancel: Admit","Nursing",23,3.75,"11/29/2011","","","Choir; Service-Learning; Tennis","Female","Black or African-American","Other","Piney Woods School","Piney Woods","MS","39148",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117862","2012 Fall",": Cancel","Cancel: Admit","Communcation Studies and Theatre Art",21,3.78,"12/1/2011","","","Radio/TV; Service-Learning; Student Government","Female","Hispanic or Latino","Catholic","John F Kennedy HS","San Antonio","TX","78237",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117863","2012 Fall",": Cancel","Cancel: Admit","Nursing",30,3.38,"11/29/2011","","","Football","Male","White","Not Reported","Elk Grove HS","Elk Grove Village","IL","60007",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117864","2012 Fall",": Cancel","Cancel: Admit","Political Science",0,NA,"11/29/2011","","","","Male","White","Catholic","Ralston HS","Ralston","NE","68127",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117865","2012 Fall",": Deposit","Paid","Business: Healthcare",25,3.11,"2/13/2012","","","Football","Male","White","Lutheran (ELCA)","Dilworth-Glyndon-Felton HS","Moorhead","MN","56560",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117866","2012 Fall",": Cancel","Cancel: Admit","Elementary Education",0,NA,"3/6/2012","","","","Female","White","Not Reported","Unspecified","Smithtown","NY","11787",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117867","2013 Fall",": Deposit","Paid","Elementary Education",29,3.91,"8/2/2012","","","Choir; Soccer; Tennis","Male","White","Lutheran (ELCA)","Sartell HS","Sartell","MN","56377",1,0,NA,2013-03-04,2013-03-04,0,1,0,NA,NA,NA,NA,NA,NA
"App ID-117868","2012 Fall",": Cancel","Cancel: Admit","Music Education",25,3.63,"11/30/2011","","","Band; Choir; Service-Learning","Male","White","Protestant (No Denomination)","Ripley HS","Ripley","TN","38063-6188",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117871","2013 Fall",": Cancel","Cancel: Admit","Business: Economics",31,3.65,"11/7/2012","","","Cross Country; Service-Learning; Student Government; Track & Field","Male","White","Lutheran (ELCA)","Eden Prairie HS","Eden Prairie","MN","55346",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117872","2012 Fall",": Deposit","Paid","Music Education",28,3.25,"12/19/2011","","","Choir; Journalism/Writing; Ministry; Other; Service-Learning","Female","White","Episcopal (Anglican)","Roseville Area HS","Plymouth","MN","55447",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117874","2012 Fall",": Cancel","Cancel: Admit","Food/Nutrition/Dietetics",30,3.93,"12/2/2011","","","Band; Choir; Dance; Orchestra; Other","Female","White","No Affiliation","Duluth East High School","Duluth","MN","55804-1615",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117875","2012 Fall",": Cancel","Cancel: Admit","Business: Marketing",19,3.48,"3/16/2012","","","Hockey","Male","White","Catholic","Gilmour Acdmy","Firestone","CO","80520",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117876","2012 Fall",": Cancel","Cancel: Admit","Global Studies",24,3.49,"12/1/2011","","","Choir; Ministry; Service-Learning","Female","White","Christian","Northfield HS","Northfield","MN","55057",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117878","2012 Fall",": Cancel","Cancel: Admit","Undecided",0,NA,"12/5/2011","","","Football; Wrestling","Male","White","Lutheran (Other)","Hillsboro HS","Hillsboro","ND","58045",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117881","2012 Fall",": Cancel","Cancel: Admit","Social Work",23,3,"12/27/2011","","","","Male","Asian","Christian","John F Kennedy Sr HS","Bloomington","MN","55420",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117882","2012 Fall",": Deposit","Paid","Nursing",23,3.14,"12/16/2011","","","Service-Learning","Female","White","Lutheran (ELCA)","Sargent Central HS","Forman","ND","58032",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117883","2012 Fall",": Cancel","Cancel: Admit","Sociology",0,NA,"12/5/2011","","","","Male","","Muslim","Southwestern HS","Detroit","MI","48228",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117884","2012 Fall",": Deposit","Paid","Undecided",18,3.24,"12/7/2011","","","Track & Field","Male","White","Eastern Orthodox","Elk Grove HS","Elk Grove","IL","60007",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117885","2012 Fall",": Cancel","Cancel: Admit","Pre-Law",21,3.4,"1/27/2012","","","Radio/TV; Service-Learning; Speech; Student Government","Male","White","No Affiliation","Millard South HS","Omaha","NE","68135",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117886","2012 Fall",": Cancel","Cancel: Admit","Business - Organizational Leadership",31,3.63,"12/2/2011","","","Golf","Male","White","Catholic","Cloquet Sr HS","Cloquet","MN","55720",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117887","2013 Fall",": Cancel","Cancel: Admit","Undecided",30,3.8,"11/27/2012","","","","Female","White","No Affiliation","Alexandria Area HS","Alexandria","MN","56308",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117888","2012 Fall",": Cancel","Cancel: Admit","Undecided",24,3.84,"2/27/2012","","","Baseball; Track & Field","Female","White","Lutheran (Other)","Century HS","Bismarck","ND","58503",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117889","2012 Fall",": Cancel","Cancel: Admit","Undecided",0,NA,"12/2/2011","","","","Male","White","Catholic","Rogers HS","Otsego","MN","55330",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117891","2012 Fall",": Cancel","Cancel: Deposit","Psychology",0,3.23,"12/2/2011","","","","Female","White","Catholic","Providence Acdmy","Plymouth","MN","55442",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117892","2012 Fall",": Cancel","Cancel: Admit","Sociology",25,3.95,"2/9/2012","","","Cultural/Ethnic Clubs; Dance; Theatre","Female","","Not Reported","Notre Dame Acdmy","Green Bay","WI","54313",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117893","2013 Fall",": Cancel","Cancel: Admit","Undecided",24,3.41,"1/23/2013","","","Golf","Female","White","Lutheran (ELCA)","Bemidji HS","Bemidji","MN","56601",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117894","2013 Fall",": Deposit","Paid","Music",23,3.55,"12/12/2012","","","Band; Choir","Male","White","Lutheran (Other)","Bemidji HS","Bagley","MN","56621",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117895","2012 Fall",": Cancel","Cancel: Admit","Pre-Medicine",18,2.8,"2/20/2012","","","","Female","American Indian or Alaska Native","Assemblies of God","Bemidji HS","Bemidji","MN","56601",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117896","2012 Fall",": Deposit","Paid","Undecided",0,3.2,"1/18/2012","","","Football; Soccer; Wrestling","Male","","Lutheran (Other)","Vilseck HS Dod","APO","AE","09114",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117898","2013 Fall",": Cancel","Cancel: Admit","Food/Nutrition/Dietetics",30,3.98,"10/15/2012","","","","Female","White","Baptist (Southern)","Awty Intl School","Missouri City","TX","77459",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117900","2012 Fall",": Cancel","Cancel: Admit","Nursing",22,2.99,"12/5/2011","","","","Male","Hispanic or Latino","Catholic","Noble St Charter-Golder Prep","Chicago","IL","60629-5463",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117901","2012 Fall",": Cancel","Cancel: Admit","Pre-Medicine",29,3.22,"12/12/2011","","","Football","Male","White","Latter Day Saints (Mormon)","Helena HS","Clancy","MT","59634",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117904","2012 Fall",": Cancel","Cancel: Admit","Business - Organizational Leadership",0,NA,"12/5/2011","","","","Female","White","Catholic","Hillsboro HS","Hillsboro","ND","58045",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117905","2012 Fall",": Deposit","Paid","Art: Graphic Design",23,3.17,"12/5/2011","","","Journalism/Writing; Service-Learning","Female","White","No Affiliation","Eastview HS","Apple Valley","MN","55124",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117907","2013 Fall",": Cancel","Cancel: Admit","Pre-Medicine",31,3.87,"10/23/2012","","","Ministry","Male","Prefer not to respond","Free Lutheran","Bemidji HS","Bemidji","MN","56601",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117908","2013 Fall",": Cancel","Cancel: Admit","Pre-Pharmacy",29,3.48,"11/21/2012","","","Choir; Cultural/Ethnic Clubs; Journalism/Writing; Other; Radio/TV","Male","Asian","Not Reported","Bemidji HS","Bemidji","MN","56601",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117909","2013 Fall",": Cancel","Cancel: Admit","Elementary Education",25,2.62,"11/30/2012","","","Cheerleading; Other; Soccer; Speech; Theatre","Female","White","Lutheran (Other)","Marshall School","Saginaw","MN","55779",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117910","2012 Fall",": Cancel","Cancel: Admit","Undecided",0,3.35,"12/30/2011","","","","Male","American Indian or Alaska Native","Native American","Margaretville Central School","Bovina","NY","13740",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117912","2012 Fall",": Cancel","Cancel: Admit","Undecided",20,3.3,"12/6/2011","","","","Female","Black or African-American","Christian","Robbinsdale Armstrong HS","Brooklyn Park","MN","55429",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117913","2012 Fall",": Deposit","Paid","Business",25,3.93,"12/6/2011","","","Football","Male","White","Christian","New London-Spicer HS","Willmar","MN","56201",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117916","2013 Fall",": Cancel","Cancel: Admit","Undecided",23,3.51,"10/24/2012","","","Choir","Male","White","Lutheran (Other)","Kennedy Secondary School","Fergus Falls","MN","56537",1,0,NA,2013-01-28,2013-01-28,1,0,0,NA,NA,NA,NA,NA,NA
"App ID-117917","2013 Fall",": Deposit","Paid","Psychology",28,3.58,"8/22/2012","","","Band; Cultural/Ethnic Clubs; Journalism/Writing; Ministry; Other","Female","White","Lutheran (Missouri Synod)","Virginia Secondary School","Virginia","MN","55792",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117918","2012 Fall",": Cancel","Cancel: Admit","Business - Organizational Leadership",0,NA,"12/8/2011","","","","Male","White","Christian","Trabuco Hills HS","Rancho Santa Margarita","CA","92688",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117919","2013 Fall",": Cancel","Cancel: Admit","History",28,3.62,"8/15/2012","","","Band; Choir; Ministry; Orchestra; Other","Female","White","Presbyterian (United)","Kennedy Secondary School","Fergus Falls","MN","56537",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117920","2013 Fall",": Cancel","Cancel: Admit","Undecided",28,3.97,"10/30/2012","","","Cross Country; Track & Field","Female","White","Lutheran (Other)","Kennedy Secondary School","Fergus Falls","MN","56537",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117921","2013 Fall",": Deposit","Paid","Undecided",26,3.87,"11/8/2012","","","Swimming","Female","White","Lutheran (Church of Brethren)","Kennedy Secondary School","Fergus Falls","MN","56537",1,0,NA,2013-01-03,2013-01-03,1,0,0,NA,NA,NA,NA,NA,NA
"App ID-117922","2012 Fall",": Cancel","Cancel: Admit","Undecided",0,NA,"1/9/2012","","","","Male","White","Catholic","Moorhead HS","Moorhead","MN","56560",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117923","2012 Fall",": Cancel","Cancel: Admit","Undecided",0,NA,"12/7/2011","","","","Male","White","Catholic","Totino-Grace HS","Brooklyn Park","MN","55443",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117924","2012 Fall",": Cancel","Cancel: Admit","Communcation Studies and Theatre Art",20,3.2,"12/7/2011","","","Service-Learning","Female","White","Christian","Tartan Sr HS","Maplewood","MN","55119",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117925","2012 Fall",": Cancel","Cancel: Admit","Undecided",0,NA,"1/19/2012","","","","Male","White","Not Reported","Royalton HS","Royalton","MN","56373",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117926","2012 Fall",": Cancel","Cancel: Admit","Pre-Physical Therapy",0,3.1,"1/26/2012","","","","Female","Black or African-American","Christian","Valley Stream Central HS","Valley Stream","NY","11580",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117927","2012 Fall",": Cancel","Cancel: Admit","Pre-Medicine",22,4,"2/6/2012","","","Ministry; Student Government","Female","White","Catholic","Moorhead HS","Moorhead","MN","56560-5625",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117929","2012 Fall",": Cancel","Cancel: Admit","Accounting",0,2.93,"12/8/2011","","","","Male","Hispanic or Latino","Not Reported","Southbridge HS","Southbridge","MA","01550",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117930","2012 Fall",": Cancel","Cancel: Deposit","Accounting",0,NA,"1/17/2012","","","","Male","","Christian","Kearny Christian Acdmy","Kearny","NJ","07032",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117931","2012 Fall",": Cancel","Cancel: Admit","Undecided",0,3.09,"12/8/2011","","","","Male","White","Presbyterian (Other)","Greenfield Central HS","Fortville","IN","46040",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117933","2012 Fall",": Cancel","Cancel: Deposit","Undecided",0,NA,"12/14/2011","","","","Male","","Not Reported","","Moorhead","MN","56560",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117934","2013 Fall",": Cancel","Cancel: Admit","Nursing",34,3.6,"12/1/2012","","","Band","Female","White","Baptist (Other)","Lincoln HS","Sioux Falls","SD","57105",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117936","2012 Fall",": Cancel","Cancel: Admit","Math",31,4,"12/30/2011","","","","Male","White","United Methodist","Robbinsdale Cooper HS","Brooklyn Center","MN","55429-2431",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117937","2012 Fall",": Cancel","Cancel: Admit","Undecided",27,3.65,"12/12/2011","","","","Female","White","Lutheran (ELCA)","Minnewaska Area HS","Hancock","MN","56244",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117938","2012 Fall",": Cancel","Cancel: Admit","Nursing",23,3.8,"12/12/2011","","","Band; Choir; Ministry","Female","White","Christian","Winona Sr HS","Winona","MN","55987",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117942","2012 Fall",": Cancel","Cancel: Admit","Undecided",0,NA,"12/13/2011","","","Volleyball","Female","White","Christian","Wadena/Deer Creek HS","Wadena","MN","56482",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117945","2012 Fall",": Cancel","Cancel: Admit","Pre-Medicine",0,NA,"2/14/2012","","","Hockey","Male","White","Not Reported","","Great Falls","MT","59405",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"App ID-117946","2012 Fall",": Deposit","Paid","Nursing",24,2.89,"5/1/2012","","","Football; Wrestling","Male","White","Lutheran (Missouri Synod)","Pequot Lakes HS","Pine River","MN","56474",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
